Question, -0.8, -0.62, -0.5, -0.43, 0.0, 0.38, 0.5
IPC033-233 v1,1.0,1.0,1.0,3.0,46.0,8.0,5.0
MSE,0.065,,,,,,
MAD,0.135,,,,,,
