Question, -1.0, -0.8, -0.6, -0.5, -0.3, 0.0, 0.2
IPC033-289 v1,1.0,24.0,1.0,3.0,47.0,62.0,109.0
MSE,0.106,,,,,,
MAD,0.236,,,,,,
