Question, -1.0, -0.83, -0.6, -0.5, -0.33, 0.0, 0.08, 0.17, 0.42
IPC033-289 v1,1.0,9.0,1.0,3.0,47.0,62.0,15.0,108.0,1.0
MSE,0.068,,,,,,,,
MAD,0.186,,,,,,,,
