Question, -0.83, -0.63, 0.0, 0.08, 0.17, 0.83, 0.92
IPC033-290 v1,21.0,2.0,122.0,1.0,101.0,4.0,1.0
MSE,0.086,,,,,,
MAD,0.159,,,,,,
