Question, -0.71, -0.51, 0.0, 0.14, 0.29, 0.71, 0.86
IPC033-290 v1,21.0,2.0,122.0,1.0,101.0,4.0,1.0
MSE,0.089,,,,,,
MAD,0.195,,,,,,
