Question, -0.8, -0.67, -0.47, -0.33, 0.0, 0.08, 0.33
IPC033-253 v1,1.0,25.0,4.0,1.0,10.0,1.0,23.0
MSE,0.236,,,,,,
MAD,0.422,,,,,,
