Question, -0.8, -0.68, -0.18, -0.05, 0.0, 0.07, 0.25, 0.28
IPC033-231 v1,1.0,1.0,3.0,2.0,45.0,10.0,1.0,2.0
MSE,0.023,,,,,,,
MAD,0.056,,,,,,,
