Question, -0.8, -0.68, -0.38, -0.18, 0.0, 0.12, 0.62, 0.75
IPC033-236 v1,1.0,1.0,2.0,2.0,22.0,1.0,35.0,1.0
MSE,0.238,,,,,,,
MAD,0.387,,,,,,,
