Question, -0.8, -0.29, -0.14, -0.09, 0.0, 0.14, 0.71
IPC033-232 v1,1.0,4.0,1.0,1.0,51.0,6.0,1.0
MSE,0.025,,,,,,
MAD,0.058,,,,,,
