Question, -1.0, -0.86, -0.66, -0.09, 0.0, 0.14, 0.2, 0.43, 0.57, 0.71, 1.0
IPC033-292 v1,1.0,1.0,7.0,25.0,181.0,17.0,10.0,3.0,1.0,7.0,1.0
MSE,0.044,,,,,,,,,,
MAD,0.082,,,,,,,,,,
