Question, -1.0, -0.8, -0.3, 0.0, 0.2, 0.5, 1.0
IPC033-292 v1,2.0,7.0,25.0,202.0,10.0,7.0,1.0
MSE,0.047,,,,,,
MAD,0.085,,,,,,
