Question, -1.0, -0.89, -0.69, -0.02, 0.0, 0.11, 0.2, 0.33, 0.67, 0.78, 1.0
IPC033-292 v1,1.0,1.0,7.0,25.0,181.0,17.0,10.0,3.0,1.0,7.0,1.0
MSE,0.046,,,,,,,,,,
MAD,0.076,,,,,,,,,,
