Question, -1.0, -0.8, -0.13, 0.0, 0.2, 0.33, 0.67, 1.0
IPC033-292 v1,2.0,7.0,25.0,199.0,10.0,3.0,7.0,1.0
MSE,0.046,,,,,,,
MAD,0.077,,,,,,,
