Question, -1.0, -0.55, -0.05, 0.0, 0.12, 0.25, 0.5
IPC033-309 v1,1.0,1.0,1.0,102.0,16.0,115.0,3.0
MSE,0.04,,,,,,
MAD,0.141,,,,,,
