Question, -0.75, -0.55, -0.25, 0.0, 0.12, 0.25, 0.62, 0.75
IPC033-290 v1,8.0,2.0,13.0,120.0,3.0,89.0,1.0,16.0
MSE,0.083,,,,,,,
MAD,0.181,,,,,,,
