Question, -0.75, -0.55, -0.25, 0.0, 0.12, 0.25, 0.75
IPC033-290 v1,9.0,2.0,12.0,117.0,7.0,94.0,11.0
MSE,0.074,,,,,,
MAD,0.172,,,,,,
