Question, -0.8, -0.75, -0.55, -0.12, 0.0, 0.25, 0.75
IPC033-232 v1,1.0,5.0,1.0,1.0,50.0,6.0,1.0
MSE,0.072,,,,,,
MAD,0.115,,,,,,
