Question, -1.0, -0.55, -0.05, 0.0, 0.12, 0.25, 0.38, 0.5
IPC033-291 v1,1.0,2.0,7.0,95.0,2.0,96.0,2.0,48.0
MSE,0.079,,,,,,,
MAD,0.203,,,,,,,
