Question, -0.8, -0.75, -0.68, -0.55, -0.38, 0.0, 0.25, 0.5
IPC033-236 v1,1.0,1.0,1.0,2.0,1.0,23.0,35.0,1.0
MSE,0.075,,,,,,,
MAD,0.199,,,,,,,
