Question, -0.8, -0.18, -0.05, 0.0, 0.07, 0.15, 0.25
IPC033-231 v1,1.0,4.0,10.0,45.0,2.0,2.0,1.0
MSE,0.014,,,,,,
MAD,0.042,,,,,,
