Edit Distances,MSE,MAD
1_11,0.07,0.142
1_12,0.07,0.142
1_13,0.07,0.142
1_14,0.07,0.142
1_15,0.07,0.142
1_2,0.07,0.142
1_3,0.07,0.142
1_4,0.07,0.142
1_5,0.07,0.142
1_6,0.07,0.142
1_7,0.07,0.142
1_8,0.07,0.142
1_9,0.07,0.142
2_0,0.068,0.139
2_1,0.072,0.144
2_10,0.074,0.146
2_11,0.074,0.146
2_12,0.074,0.146
2_13,0.074,0.146
2_14,0.074,0.146
2_15,0.074,0.146
2_2,0.074,0.146
2_3,0.074,0.146
2_4,0.074,0.146
2_5,0.074,0.146
2_6,0.074,0.146
2_7,0.074,0.146
2_8,0.074,0.146
2_9,0.074,0.146
3_0,0.068,0.139
3_1,0.072,0.144
3_10,0.076,0.148
3_11,0.076,0.148
3_12,0.076,0.148
3_13,0.076,0.148
3_14,0.076,0.148
3_15,0.076,0.148
3_2,0.074,0.146
3_3,0.074,0.146
3_4,0.076,0.148
3_5,0.076,0.148
3_6,0.076,0.148
3_7,0.076,0.148
3_8,0.076,0.148
3_9,0.076,0.148
4_0,0.068,0.139
4_1,0.072,0.144
4_10,0.04,0.085
4_11,0.04,0.085
4_12,0.04,0.085
4_13,0.04,0.085
4_14,0.04,0.085
4_15,0.04,0.085
4_2,0.074,0.146
4_3,0.069,0.138
4_4,0.04,0.085
4_5,0.04,0.085
4_6,0.04,0.085
4_7,0.04,0.085
4_8,0.04,0.085
4_9,0.04,0.085
5_0,0.068,0.139
5_1,0.074,0.146
5_10,0.041,0.083
5_11,0.041,0.083
5_12,0.041,0.083
5_13,0.041,0.083
5_14,0.041,0.083
5_15,0.041,0.083
5_2,0.076,0.148
5_3,0.07,0.138
5_4,0.039,0.081
5_5,0.041,0.083
5_6,0.041,0.083
5_7,0.041,0.083
5_8,0.041,0.083
5_9,0.041,0.083
6_0,0.068,0.139
6_1,0.076,0.148
6_10,0.051,0.091
6_11,0.051,0.091
6_12,0.051,0.091
6_13,0.051,0.091
6_14,0.051,0.091
6_15,0.051,0.091
6_2,0.083,0.154
6_3,0.077,0.144
6_4,0.047,0.087
6_5,0.049,0.089
6_6,0.051,0.091
6_7,0.051,0.091
6_8,0.051,0.091
6_9,0.051,0.091
7_0,0.068,0.139
7_1,0.076,0.148
7_10,0.051,0.091
7_11,0.051,0.091
7_12,0.051,0.091
7_13,0.051,0.091
7_14,0.051,0.091
7_15,0.051,0.091
7_2,0.083,0.154
7_3,0.077,0.144
7_4,0.047,0.087
7_5,0.049,0.089
7_6,0.051,0.091
7_7,0.051,0.091
7_8,0.051,0.091
7_9,0.051,0.091
8_0,0.068,0.139
8_1,0.076,0.148
8_10,0.064,0.104
8_11,0.064,0.104
8_12,0.064,0.104
8_13,0.064,0.104
8_14,0.064,0.104
8_15,0.064,0.104
8_2,0.089,0.16
8_3,0.083,0.15
8_4,0.054,0.095
8_5,0.058,0.099
8_6,0.064,0.104
8_7,0.064,0.104
8_8,0.064,0.104
8_9,0.064,0.104
9_0,0.068,0.139
9_1,0.076,0.148
9_10,0.067,0.106
9_11,0.067,0.106
9_12,0.067,0.106
9_13,0.067,0.106
9_14,0.067,0.106
9_15,0.067,0.106
9_2,0.089,0.16
9_3,0.083,0.15
9_4,0.057,0.097
9_5,0.063,0.102
9_6,0.067,0.106
9_7,0.067,0.106
9_8,0.067,0.106
9_9,0.067,0.106
