Question, -1.0, -0.8, -0.6, -0.4, -0.05, 0.0, 0.2
IPC033-235 v1,3.0,6.0,1.0,1.0,1.0,25.0,28.0
MSE,0.131,,,,,,
MAD,0.222,,,,,,
