Question, -0.8, -0.6, -0.4, -0.2, 0.0, 0.2, 0.6
IPC033-294 v1,46.0,19.0,33.0,9.0,69.0,75.0,3.0
MSE,0.181,,,,,,
MAD,0.315,,,,,,
