Question, -0.75, -0.55, -0.25, -0.05, 0.0, 0.12, 0.25, 0.75
IPC033-290 v1,4.0,1.0,17.0,1.0,117.0,7.0,93.0,12.0
MSE,0.065,,,,,,,
MAD,0.162,,,,,,,
