Edit Distances,MSE,MAD
0_0,0.063,0.186
0_1,0.063,0.186
0_10,0.063,0.186
0_11,0.063,0.186
0_12,0.063,0.186
0_13,0.063,0.186
0_14,0.063,0.186
0_15,0.063,0.186
0_2,0.063,0.186
0_3,0.063,0.186
0_4,0.063,0.186
0_5,0.063,0.186
0_6,0.063,0.186
0_7,0.063,0.186
0_8,0.063,0.186
0_9,0.063,0.186
10_0,0.063,0.19
10_1,0.063,0.19
10_10,0.056,0.182
10_11,0.056,0.182
10_12,0.056,0.182
10_13,0.056,0.182
10_14,0.056,0.182
10_15,0.056,0.182
10_2,0.063,0.19
10_3,0.063,0.19
10_4,0.056,0.182
10_5,0.056,0.182
10_6,0.056,0.182
10_7,0.056,0.182
10_8,0.056,0.182
10_9,0.056,0.182
11_0,0.063,0.19
11_1,0.063,0.19
11_10,0.056,0.182
11_11,0.056,0.182
11_12,0.056,0.182
11_13,0.056,0.182
11_14,0.056,0.182
11_15,0.056,0.182
11_2,0.063,0.19
11_3,0.063,0.19
11_4,0.056,0.182
11_5,0.056,0.182
11_6,0.056,0.182
11_7,0.056,0.182
11_8,0.056,0.182
11_9,0.056,0.182
12_0,0.063,0.19
12_1,0.063,0.19
12_10,0.056,0.182
12_11,0.056,0.182
12_12,0.056,0.182
12_13,0.056,0.182
12_14,0.056,0.182
12_15,0.056,0.182
12_2,0.063,0.19
12_3,0.063,0.19
12_4,0.056,0.182
12_5,0.056,0.182
12_6,0.056,0.182
12_7,0.056,0.182
12_8,0.056,0.182
12_9,0.056,0.182
13_0,0.063,0.19
13_1,0.063,0.19
13_10,0.056,0.182
13_11,0.056,0.182
13_12,0.056,0.182
13_13,0.056,0.182
13_14,0.056,0.182
13_15,0.056,0.182
13_2,0.063,0.19
13_3,0.063,0.19
13_4,0.056,0.182
13_5,0.056,0.182
13_6,0.056,0.182
13_7,0.056,0.182
13_8,0.056,0.182
13_9,0.056,0.182
14_0,0.063,0.19
14_1,0.063,0.19
14_10,0.063,0.19
14_11,0.063,0.19
14_12,0.063,0.19
14_13,0.063,0.19
14_14,0.063,0.19
14_15,0.063,0.19
14_2,0.063,0.19
14_3,0.063,0.19
14_4,0.056,0.182
14_5,0.056,0.182
14_6,0.063,0.19
14_7,0.063,0.19
14_8,0.063,0.19
14_9,0.063,0.19
15_0,0.063,0.19
15_1,0.063,0.19
15_10,0.063,0.19
15_11,0.063,0.19
15_12,0.063,0.19
15_13,0.063,0.19
15_14,0.063,0.19
15_15,0.063,0.19
15_2,0.063,0.19
15_3,0.063,0.19
15_4,0.056,0.182
15_5,0.056,0.182
15_6,0.063,0.19
15_7,0.063,0.19
15_8,0.063,0.19
15_9,0.063,0.19
16_0,0.063,0.19
16_1,0.063,0.19
16_10,0.063,0.19
16_11,0.063,0.19
16_12,0.063,0.19
16_13,0.063,0.19
16_14,0.063,0.19
16_15,0.063,0.19
16_2,0.063,0.19
16_3,0.063,0.19
16_4,0.056,0.182
16_5,0.056,0.182
16_6,0.063,0.19
16_7,0.063,0.19
16_8,0.063,0.19
16_9,0.063,0.19
1_0,0.063,0.186
1_1,0.063,0.186
1_10,0.063,0.186
1_11,0.063,0.186
1_12,0.063,0.186
1_13,0.063,0.186
1_14,0.063,0.186
1_15,0.063,0.186
1_2,0.063,0.186
1_3,0.063,0.186
1_4,0.063,0.186
1_5,0.063,0.186
1_6,0.063,0.186
1_7,0.063,0.186
1_8,0.063,0.186
1_9,0.063,0.186
2_0,0.063,0.186
2_1,0.063,0.186
2_10,0.063,0.186
2_11,0.063,0.186
2_12,0.063,0.186
2_13,0.063,0.186
2_14,0.063,0.186
2_15,0.063,0.186
2_2,0.063,0.186
2_3,0.063,0.186
2_4,0.063,0.186
2_5,0.063,0.186
2_6,0.063,0.186
2_7,0.063,0.186
2_8,0.063,0.186
2_9,0.063,0.186
3_0,0.063,0.186
3_1,0.063,0.186
3_10,0.063,0.186
3_11,0.063,0.186
3_12,0.063,0.186
3_13,0.063,0.186
3_14,0.063,0.186
3_15,0.063,0.186
3_2,0.063,0.186
3_3,0.063,0.186
3_4,0.063,0.186
3_5,0.063,0.186
3_6,0.063,0.186
3_7,0.063,0.186
3_8,0.063,0.186
3_9,0.063,0.186
4_0,0.063,0.186
4_1,0.063,0.186
4_10,0.063,0.186
4_11,0.063,0.186
4_12,0.063,0.186
4_13,0.063,0.186
4_14,0.063,0.186
4_15,0.063,0.186
4_2,0.063,0.186
4_3,0.063,0.186
4_4,0.063,0.186
4_5,0.063,0.186
4_6,0.063,0.186
4_7,0.063,0.186
4_8,0.063,0.186
4_9,0.063,0.186
5_0,0.063,0.188
5_1,0.063,0.188
5_10,0.063,0.188
5_11,0.063,0.188
5_12,0.063,0.188
5_13,0.063,0.188
5_14,0.063,0.188
5_15,0.063,0.188
5_2,0.063,0.188
5_3,0.063,0.188
5_4,0.063,0.188
5_5,0.063,0.188
5_6,0.063,0.188
5_7,0.063,0.188
5_8,0.063,0.188
