Question, -1.0, -0.88, -0.55, 0.0, 0.12, 0.25, 0.5
IPC033-235 v1,2.0,1.0,1.0,31.0,2.0,25.0,3.0
MSE,0.083,,,,,,
MAD,0.176,,,,,,
