Question, -0.55, -0.25, -0.12, -0.05, 0.0, 0.25, 0.5, 0.75
IPC033-293 v1,37.0,1.0,1.0,6.0,171.0,25.0,2.0,11.0
MSE,0.077,,,,,,,
MAD,0.144,,,,,,,
