Question, -0.75, -0.55, -0.12, 0.0, 0.12, 0.25, 0.5, 0.75
IPC033-293 v1,1.0,43.0,1.0,170.0,1.0,30.0,2.0,6.0
MSE,0.076,,,,,,,
MAD,0.148,,,,,,,
