Question, -0.55, -0.25, -0.12, -0.05, 0.0, 0.25, 0.5, 0.75
IPC033-293 v1,1.0,1.0,1.0,42.0,171.0,7.0,1.0,30.0
MSE,0.071,,,,,,,
MAD,0.109,,,,,,,
