Question, -0.75, -0.55, -0.12, 0.0, 0.25, 0.5, 1.0
IPC033-293 v1,1.0,43.0,1.0,171.0,35.0,2.0,1.0
MSE,0.068,,,,,,
MAD,0.139,,,,,,
