Question, -0.38, -0.3, -0.18, 0.0, 0.03, 0.12, 0.38, 0.62
IPC033-234 v1,1.0,1.0,4.0,22.0,1.0,1.0,1.0,34.0
MSE,0.209,,,,,,,
MAD,0.354,,,,,,,
