Question, -0.83, -0.8, -0.72, -0.63, -0.42, 0.0, 0.08, 0.17, 0.42
IPC033-236 v1,1.0,1.0,1.0,2.0,1.0,22.0,1.0,35.0,1.0
MSE,0.062,,,,,,,,
MAD,0.161,,,,,,,,
