Question, -0.8, -0.75, -0.68, -0.55, -0.38, 0.0, 0.12, 0.25, 0.62
IPC033-236 v1,1.0,1.0,1.0,2.0,1.0,22.0,1.0,35.0,1.0
MSE,0.077,,,,,,,,
MAD,0.203,,,,,,,,
