Question, -0.8, -0.6, -0.4, -0.3, 0.0, 0.2, 0.4
IPC033-236 v1,1.0,2.0,2.0,1.0,22.0,1.0,36.0
MSE,0.116,,,,,,
MAD,0.272,,,,,,
