Question, -0.8, -0.71, -0.66, -0.51, -0.36, 0.0, 0.14, 0.29
IPC033-236 v1,1.0,1.0,1.0,2.0,1.0,22.0,1.0,36.0
MSE,0.081,,,,,,,
MAD,0.217,,,,,,,
