Question, -0.8, -0.55, -0.5, -0.3, -0.25, 0.0, 0.25, 0.5
IPC033-236 v1,1.0,1.0,11.0,2.0,1.0,12.0,1.0,36.0
MSE,0.2,,,,,,,
MAD,0.399,,,,,,,
