Edit Distances,MSE,MAD
0_0,0.079,0.171
0_1,0.079,0.171
0_10,0.079,0.171
0_11,0.079,0.171
0_12,0.079,0.171
0_13,0.079,0.171
0_14,0.079,0.171
0_15,0.079,0.171
0_2,0.079,0.171
0_3,0.079,0.171
0_4,0.079,0.171
0_5,0.079,0.171
0_6,0.079,0.171
0_7,0.079,0.171
0_8,0.079,0.171
0_9,0.079,0.171
10_0,0.082,0.176
10_1,0.114,0.201
10_10,0.124,0.19
10_11,0.124,0.19
10_12,0.124,0.19
10_13,0.124,0.19
10_14,0.124,0.19
10_15,0.124,0.19
10_2,0.125,0.211
10_3,0.12,0.203
10_4,0.124,0.19
10_5,0.122,0.188
10_6,0.124,0.19
10_7,0.124,0.19
10_8,0.124,0.19
10_9,0.124,0.19
11_0,0.082,0.176
11_1,0.114,0.201
11_10,0.137,0.203
11_11,0.137,0.203
11_12,0.137,0.203
11_13,0.137,0.203
11_14,0.137,0.203
11_15,0.137,0.203
11_2,0.131,0.217
11_3,0.126,0.209
11_4,0.131,0.198
11_5,0.132,0.197
11_6,0.137,0.203
11_7,0.137,0.203
11_8,0.137,0.203
11_9,0.137,0.203
12_0,0.085,0.178
12_1,0.114,0.201
12_10,0.139,0.205
12_11,0.139,0.205
12_12,0.139,0.205
12_13,0.139,0.205
12_14,0.139,0.205
12_15,0.139,0.205
12_2,0.131,0.217
12_3,0.128,0.211
12_4,0.131,0.198
12_5,0.134,0.199
12_6,0.139,0.205
12_7,0.139,0.205
12_8,0.139,0.205
12_9,0.139,0.205
13_0,0.085,0.178
13_1,0.114,0.201
13_10,0.143,0.209
13_11,0.143,0.209
13_12,0.143,0.209
13_13,0.143,0.209
13_14,0.143,0.209
13_15,0.143,0.209
13_2,0.133,0.219
13_3,0.13,0.213
13_4,0.133,0.2
13_5,0.141,0.207
13_6,0.143,0.209
13_7,0.143,0.209
13_8,0.143,0.209
13_9,0.143,0.209
14_0,0.085,0.178
14_1,0.114,0.201
14_10,0.149,0.214
14_11,0.149,0.214
14_12,0.149,0.214
14_13,0.149,0.214
14_14,0.149,0.214
14_15,0.149,0.214
14_2,0.135,0.221
14_3,0.132,0.215
14_4,0.136,0.202
14_5,0.144,0.209
14_6,0.149,0.214
14_7,0.149,0.214
14_8,0.149,0.214
14_9,0.149,0.214
15_0,0.085,0.178
15_1,0.114,0.201
15_10,0.149,0.214
15_11,0.149,0.214
15_12,0.149,0.214
15_13,0.149,0.214
15_14,0.149,0.214
15_15,0.149,0.214
15_2,0.135,0.221
15_3,0.132,0.215
15_4,0.136,0.202
15_5,0.144,0.209
15_6,0.149,0.214
15_7,0.149,0.214
15_8,0.149,0.214
15_9,0.149,0.214
16_0,0.085,0.178
16_1,0.115,0.202
16_10,0.151,0.215
16_11,0.151,0.215
16_12,0.151,0.215
16_13,0.151,0.215
16_14,0.151,0.215
16_15,0.151,0.215
16_2,0.136,0.222
16_3,0.133,0.216
16_4,0.142,0.207
16_5,0.146,0.21
16_6,0.151,0.215
16_7,0.151,0.215
16_8,0.151,0.215
16_9,0.151,0.215
1_0,0.079,0.171
1_1,0.077,0.17
1_10,0.077,0.17
1_11,0.077,0.17
1_12,0.077,0.17
1_13,0.077,0.17
1_14,0.077,0.17
1_15,0.077,0.17
1_2,0.077,0.17
1_3,0.077,0.17
1_4,0.077,0.17
1_5,0.077,0.17
1_6,0.077,0.17
1_7,0.077,0.17
1_8,0.077,0.17
1_9,0.077,0.17
2_0,0.079,0.171
2_1,0.077,0.17
2_10,0.079,0.172
2_11,0.079,0.172
2_12,0.079,0.172
2_13,0.079,0.172
2_14,0.079,0.172
2_15,0.079,0.172
2_2,0.077,0.17
2_3,0.079,0.172
2_4,0.079,0.172
2_5,0.079,0.172
2_6,0.079,0.172
2_7,0.079,0.172
2_8,0.079,0.172
2_9,0.079,0.172
3_0,0.079,0.171
3_1,0.077,0.17
3_10,0.079,0.172
3_11,0.079,0.172
3_12,0.079,0.172
3_13,0.079,0.172
3_14,0.079,0.172
3_15,0.079,0.172
3_2,0.077,0.17
3_3,0.079,0.172
3_4,0.079,0.172
3_5,0.079,0.172
3_6,0.079,0.172
3_7,0.079,0.172
3_8,0.079,0.172
3_9,0.079,0.172
4_0,0.079,0.171
4_1,0.077,0.17
4_10,0.062,0.136
4_11,0.062,0.136
4_12,0.062,0.136
4_13,0.062,0.136
4_14,0.062,0.136
4_15,0.062,0.136
4_2,0.077,0.17
4_3,0.076,0.168
4_4,0.062,0.136
4_5,0.062,0.136
4_6,0.062,0.136
4_7,0.062,0.136
4_8,0.062,0.136
4_9,0.062,0.136
5_0,0.082,0.174
5_1,0.08,0.173
5_10,0.066,0.141
5_11,0.066,0.141
5_12,0.066,0.141
5_13,0.066,0.141
5_14,0.066,0.141
5_15,0.066,0.141
5_2,0.08,0.173
5_3,0.079,0.171
5_4,0.066,0.141
5_5,0.066,0.141
5_6,0.066,0.141
5_7,0.066,0.141
5_8,0.066,0.141
5_9,0.066,0.141
6_0,0.082,0.174
6_1,0.08,0.173
6_10,0.067,0.141
6_11,0.067,0.141
6_12,0.067,0.141
6_13,0.067,0.141
6_14,0.067,0.141
6_15,0.067,0.141
6_2,0.08,0.173
6_3,0.075,0.165
6_4,0.068,0.143
6_5,0.067,0.141
6_6,0.067,0.141
6_7,0.067,0.141
6_8,0.067,0.141
6_9,0.067,0.141
7_0,0.082,0.174
7_1,0.08,0.173
7_10,0.074,0.146
7_11,0.074,0.146
7_12,0.074,0.146
7_13,0.074,0.146
7_14,0.074,0.146
7_15,0.074,0.146
7_2,0.083,0.175
7_3,0.082,0.17
7_4,0.075,0.148
7_5,0.074,0.146
7_6,0.074,0.146
7_7,0.074,0.146
7_8,0.074,0.146
7_9,0.074,0.146
8_0,0.082,0.176
8_1,0.081,0.175
8_10,0.077,0.149
8_11,0.077,0.149
8_12,0.077,0.149
8_13,0.077,0.149
8_14,0.077,0.149
8_15,0.077,0.149
8_2,0.083,0.177
8_3,0.083,0.172
8_4,0.078,0.151
8_5,0.077,0.149
8_6,0.077,0.149
8_7,0.077,0.149
8_8,0.077,0.149
8_9,0.077,0.149
9_0,0.082,0.176
9_1,0.113,0.199
9_10,0.12,0.186
9_11,0.12,0.186
9_12,0.12,0.186
9_13,0.12,0.186
9_14,0.12,0.186
9_15,0.12,0.186
9_2,0.12,0.205
9_3,0.116,0.198
9_4,0.119,0.186
9_5,0.118,0.184
9_6,0.12,0.186
9_7,0.12,0.186
9_8,0.12,0.186
9_9,0.12,0.186
