Question, -0.55, -0.25, -0.05, 0.0, 0.12, 0.15, 0.25, 0.5, 0.75, 0.88, 1.0
IPC033-294 v1,4.0,1.0,27.0,143.0,1.0,1.0,18.0,4.0,49.0,2.0,4.0
MSE,0.144,,,,,,,,,,
MAD,0.209,,,,,,,,,,
