Question, -0.55, -0.25, -0.05, 0.0, 0.15, 0.25, 0.5, 0.75, 0.88
IPC033-294 v1,8.0,1.0,23.0,145.0,1.0,43.0,23.0,9.0,1.0
MSE,0.066,,,,,,,,
MAD,0.141,,,,,,,,
