Question, -1.0, -0.18, 0.0, 0.12, 0.25, 0.32, 0.62, 0.75
IPC033-291 v1,1.0,2.0,62.0,1.0,36.0,7.0,96.0,48.0
MSE,0.269,,,,,,,
MAD,0.428,,,,,,,
