Question, -1.0, -0.43, 0.0, 0.08, 0.12, 0.25, 0.38, 0.5
IPC033-291 v1,1.0,2.0,96.0,7.0,1.0,2.0,96.0,48.0
MSE,0.108,,,,,,,
MAD,0.251,,,,,,,
