Question, -1.0, -0.8, -0.6, -0.3, -0.1, 0.0, 0.2
IPC033-291 v1,1.0,24.0,2.0,34.0,7.0,41.0,144.0
MSE,0.103,,,,,,
MAD,0.242,,,,,,
