Question, -1.0, -0.63, -0.13, -0.08, 0.0, 0.08, 0.17, 0.33, 0.42
IPC033-291 v1,1.0,2.0,7.0,34.0,62.0,1.0,96.0,2.0,48.0
MSE,0.054,,,,,,,,
MAD,0.17,,,,,,,,
