Question, -1.0, -0.69, -0.19, -0.17, 0.0, 0.11, 0.22, 0.33
IPC033-291 v1,1.0,2.0,7.0,34.0,63.0,96.0,2.0,48.0
MSE,0.038,,,,,,,
MAD,0.144,,,,,,,
