Question, -1.0, -0.67, -0.47, -0.17, 0.0, 0.03, 0.17, 0.33
IPC033-291 v1,1.0,24.0,2.0,34.0,38.0,7.0,3.0,144.0
MSE,0.115,,,,,,,
MAD,0.285,,,,,,,
