Question, -0.63, -0.17, -0.08, 0.0, 0.03, 0.17, 0.2, 0.42, 0.83
IPC033-293 v1,9.0,1.0,1.0,171.0,21.0,27.0,13.0,2.0,9.0
MSE,0.045,,,,,,,,
MAD,0.087,,,,,,,,
