Question, -1.0, -0.8, -0.5, -0.3, 0.0, 0.2, 0.5
IPC033-293 v1,61.0,21.0,92.0,13.0,53.0,9.0,5.0
MSE,0.395,,,,,,
MAD,0.52,,,,,,
