Question, -0.67, -0.47, -0.33, -0.17, -0.13, 0.0, 0.2, 0.33, 0.67
IPC033-293 v1,60.0,21.0,92.0,1.0,13.0,20.0,9.0,33.0,5.0
MSE,0.189,,,,,,,,
MAD,0.387,,,,,,,,
