Question, -1.0, -0.8, -0.6, 0.0, -0.5, -0.25
IPC033-231 v1,45.0,17.0,2.0,1.0,,
IPC033-232 v1,51.0,2.0,,12.0,,
IPC033-233 v1,39.0,4.0,,20.0,2.0,
IPC033-234 v1,17.0,5.0,1.0,40.0,1.0,1.0
IPC033-235 v1,10.0,1.0,,53.0,,1.0
IPC033-236 v1,13.0,4.0,,47.0,1.0,
IPC033-246 v1,5.0,4.0,,56.0,,
IPC033-253 v1,27.0,5.0,,32.0,,1.0
MSE,0.454,,,,,
MAD,0.471,,,,,
