Question, -0.8, -0.6, -0.4, -0.2, 0.0, 0.2, -0.3, -0.05, -1.0, -0.5
IPC033-231 v1,10.0,1.0,18.0,1.0,32.0,3.0,,,,
IPC033-232 v1,24.0,1.0,14.0,1.0,18.0,7.0,,,,
IPC033-233 v1,39.0,3.0,1.0,,7.0,13.0,2.0,,,
IPC033-234 v1,17.0,4.0,1.0,,7.0,34.0,1.0,1.0,,
IPC033-235 v1,6.0,1.0,1.0,,25.0,28.0,,1.0,3.0,
IPC033-236 v1,12.0,2.0,1.0,,13.0,36.0,,,,1.0
IPC033-246 v1,4.0,3.0,,,34.0,23.0,,,1.0,
IPC033-253 v1,26.0,4.0,1.0,,10.0,23.0,,1.0,,
MSE,0.216,,,,,,,,,
MAD,0.338,,,,,,,,,
