Question, -0.8, -0.6, 0.0, -1.0, 0.5, -0.5, -0.25
IPC033-231 v1,17.0,2.0,46.0,,,,
IPC033-232 v1,2.0,,56.0,6.0,1.0,,
IPC033-233 v1,4.0,,54.0,1.0,5.0,1.0,
IPC033-234 v1,5.0,1.0,56.0,1.0,,1.0,1.0
IPC033-235 v1,1.0,,57.0,3.0,3.0,,1.0
IPC033-236 v1,4.0,,58.0,1.0,1.0,1.0,
IPC033-246 v1,4.0,,58.0,1.0,2.0,,
IPC033-253 v1,5.0,,47.0,,12.0,,1.0
MSE,0.092,,,,,,
MAD,0.12,,,,,,
