Question, -1.0, -0.8, -0.67, -0.47, 0.0, 0.17, 0.33
IPC033-246 v1,1.0,1.0,3.0,3.0,32.0,2.0,23.0
MSE,0.096,,,,,,
MAD,0.202,,,,,,
