Question, -0.8, -0.05, 0.0, 0.03, 0.12, 0.17, 0.32
IPC033-231 v1,1.0,4.0,45.0,2.0,10.0,1.0,2.0
MSE,0.016,,,,,,
MAD,0.047,,,,,,
