Question, -0.8, -0.3, -0.13, 0.0, 0.03, 0.23, 0.33
IPC033-231 v1,1.0,4.0,2.0,45.0,10.0,2.0,1.0
MSE,0.019,,,,,,
MAD,0.052,,,,,,
