Question,289,290,291,292,293,294,295,309
Min MSE,0.067,0.065,0.079,0.041,0.039,0.062,0.013,0.039
Min MAD,0.206,0.162,0.202,0.075,0.081,0.136,0.049,0.139
Text ED MSE,14,14,0,6,5,4,0,7
Text ED MAD,0,14,0,6,5,4,0,0
Tree ED MSE,1,2,0,4,4,4,0,7
Tree ED MAD,0,2,0,4,4,4,0,0
Words,34,17,34,14,6,9,8,24
Characters,160,103,194,98,52,70,48,173
Clauses,6,4,11,3,3,3,3,8
Keywords,7,4,6,4,3,4,5,7
Variables,27,13,28,10,3,5,3,17
