Question, -0.75, -0.55, -0.35, -0.05, 0.0, 0.12, 0.25, 0.5, 0.75, 0.88, 1.0
IPC033-294 v1,1.0,30.0,1.0,1.0,143.0,1.0,40.0,5.0,26.0,2.0,4.0
MSE,0.133,,,,,,,,,,
MAD,0.219,,,,,,,,,,
