Question, -1.0, -0.6, -0.5, 0.0, -0.8, -0.3, 0.2, 1.0
IPC033-289 v1,25.0,1.0,50.0,171.0,,,,
IPC033-290 v1,127.0,,,123.0,2.0,,,
IPC033-291 v1,25.0,,34.0,185.0,2.0,7.0,,
IPC033-292 v1,178.0,,,34.0,42.0,,,
IPC033-293 v1,153.0,,,58.0,34.0,,9.0,
IPC033-294 v1,78.0,1.0,,144.0,28.0,,3.0,
IPC033-295 v1,49.0,,,199.0,,,,6.0
IPC033-309 v1,32.0,,,205.0,2.0,,,
MSE,0.382,,,,,,,
MAD,0.403,,,,,,,
