Question, -1.0, -0.6, -0.5, 0.0, -0.8, -0.3
IPC033-289 v1,25.0,1.0,50.0,171.0,,
IPC033-290 v1,129.0,,,121.0,2.0,
IPC033-291 v1,25.0,,34.0,185.0,2.0,7.0
IPC033-292 v1,178.0,,,34.0,42.0,
IPC033-293 v1,170.0,,,41.0,43.0,
IPC033-294 v1,141.0,1.0,,81.0,31.0,
IPC033-295 v1,202.0,,,52.0,,
IPC033-309 v1,32.0,,,205.0,2.0,
MSE,0.499,,,,,
MAD,0.521,,,,,
