Question, -1.0, -0.6, -0.5, 0.0, 0.5, 1.0, 0.2, 0.7, 0.4
IPC033-289 v1,1.0,1.0,3.0,71.0,62.0,109.0,,,
IPC033-290 v1,,,,143.0,2.0,105.0,2.0,,
IPC033-291 v1,1.0,,,62.0,37.0,144.0,2.0,7.0,
IPC033-292 v1,,,1.0,181.0,2.0,28.0,42.0,,
IPC033-293 v1,,,1.0,172.0,,38.0,43.0,,
IPC033-294 v1,,,,147.0,,75.0,31.0,,1.0
IPC033-295 v1,,,,202.0,3.0,49.0,,,
IPC033-309 v1,1.0,,,107.0,11.0,118.0,2.0,,
MSE,0.353,,,,,,,,
MAD,0.379,,,,,,,,
