Question, -0.8, -0.25, -0.12, -0.05, 0.0, 0.38, 0.75
IPC033-232 v1,1.0,4.0,1.0,1.0,51.0,6.0,1.0
MSE,0.036,,,,,,
MAD,0.077,,,,,,
