Question, -0.8, -0.25, -0.12, 0.0, 0.07, 0.25, 0.88
IPC033-232 v1,1.0,1.0,4.0,51.0,1.0,6.0,1.0
MSE,0.029,,,,,,
MAD,0.061,,,,,,
