Question, -0.8, -0.6, -0.4, 0.0, 0.1, 0.2, 0.6
IPC033-233 v1,2.0,3.0,1.0,44.0,2.0,8.0,5.0
MSE,0.072,,,,,,
MAD,0.132,,,,,,
