Question, -0.8, -0.6, -0.4, -0.3, -0.05, 0.0, 0.2
IPC033-234 v1,17.0,4.0,1.0,1.0,1.0,7.0,34.0
MSE,0.214,,,,,,
MAD,0.362,,,,,,
