Question, -0.8, -0.67, -0.47, -0.27, -0.17, 0.0, 0.08, 0.33
IPC033-234 v1,1.0,16.0,4.0,1.0,1.0,7.0,1.0,34.0
MSE,0.193,,,,,,,
MAD,0.387,,,,,,,
